name,affiliation
Supratik Bhattacharyya,SPRINT CORPORATION
Suraj Kumar,"SAMSUNG ELECTRONICS CO, LTD"
Suran De Silva,NORTEL NETWORKS LIMITED
Surendra Reddy,ORACLE
Suresh Bhogavilli,UNIVERSITY OF SOUTHERN CALIFORNIA
Suresh Boddapati,ALCATEL
Suresh Kalkunte,SHIVA CORPORATION
Suresh Katukam,CISCO SYSTEMS INC
Suresh Krishnaswamy,SPARTA INC.
Suresh Leroy,ALCATEL
Suruchi Mohan,COMPUTERWORLD
Surya Koneru,PREMENOS CORPORATION
Surya Pappu,BAY NETWORKS
Surya Varanasi,FUJITSU LIMITED
Susan Calcari,INTERNET SCOUT
Susan Cannon,SANDISK CORPORATION
Susan Hallowell,MCI COMMUNICATIONS
Susan Harris,MERIT NETWORK
Susan Hinrichs,CISCO SYSTEMS INC
Susan Hoyler,QUALCOMM INC
Susan Hu,HEWLETT-PACKARD COMPANY
Susan Joseph,BBN CORPORATION
Susan Landry,SHIVA CORPORATION
Susan Machnica,"ADTRAN, INC"
Susan Pay,NORTEL NETWORKS LIMITED
Susan Ramsey,"SUN MICROSYSTEMS, INC."
Susan Symington,"MITRE CORPORATION, THE"
Susan Vanin,NORTEL NETWORKS LIMITED
Susana Romaniz,UNIVERSIDAD TECNOLOGICA NACIONAL
Suseela Kodali,ANTHER NETWORKS
Sushil Malhotra,TELCORDIA TECHNOLOGIES
Sushil Pandhi,FUJITSU LIMITED
Sushila Subramanian,MERIT NETWORK
Sushovit Bhattarai,QWEST COMMUNICATIONS INTERNATIONAL INC
Susie Armstrong,QUALCOMM INC
Susie Riley,CHIPCOM CORPORATION
Susumu Koshiba,KEIO UNIVERSITY
Susumu Matsui,HITACHI LTD
Susumu Miki,SOUM CORPORATION
Susumu Nakayashiki,HITACHI LTD
Susumu Shirasawa,NEC CORPORATION
Sutaek Oh,KYUNGPOOK NATIONAL UNIVERSITY
Suvo Mittra,LUCENT TECHNOLOGIES
Suyeon Kim,MOBILAB
Suzanne Burgess,DYNCORP
Suzanne Smith,ESNET
Svante Nygren,DAGENS KOMMUNIKATION
Sven Dietrich,NASA
Sven Erik Jeroschewski,TECHNICAL UNIV. OF BERLIN
Sven Nilsson,ERICSSON AB
Sven Tafvelin,CHALMERS UNIVERSITY OF TECHNOLOGY
Sven Tron,FLEXOPTIX GMBH
Sven Ubik,CESNET
Sven Van Den Bosch,ALCATEL
Sverre Isaksen,TELENOR
Swee Loke,NORTEL NETWORKS LIMITED
Syam Madanapalli,ORDYN TECHNOLOGIES
Syed Abbas,NORTEL NETWORKS LIMITED
Syed Ashraf,CISCO SYSTEMS INC
Syed Moeenuddin,NEC CORPORATION
Syed Shamim,CISCO SYSTEMS INC
Sylvain Duloutre,"SUN MICROSYSTEMS, INC."
Sylvain Garneau,NORTEL NETWORKS LIMITED
Sylvain Gombault,ENST BRETAGNE
Sylvain Huppe,NORTEL NETWORKS LIMITED
Sylvain Langlois,EDF SA
Sylvain Lizotte,HEXAGO INC.
Sylvie Laniepce,ORANGE SA
Sylvie Ritzenthaler,ALCATEL
Syunsuke Katsuki,YAMAHA CORPORATION
Szabolcs Boros,UNIVERSITY OF TWENTE
Sze-Ying Wuu,BELLCORE
Tadaaki Tonegawa,HITACHI LTD
Tadaatsu Kidokoro,NTT
Tadafusa Niinomi,FUJITSU LIMITED
Tadanobu Okada,NTT
Tadashi Shimabukuro,NTT
Tadeusz Kozak,SAYMAMA LTD.
Tae Ha Park,NETPIA
Tae Hoon Kim,CISCO SYSTEMS INC
Tae Song,"NOVELL, INC."
Tae-Gyu Kang,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Tae-Hyun Kwon,ANDONG NATIONAL UNIVERSITY
Tae-Man Han,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Tae-Sung Hur,KT CORPORATION
Taeck-Geun Kwon,CHUNGNAM NATIONAL UNIVERSITY
Taegon Kong,SEOUL NATIONAL UNIVERSITY
Taeha Park,"I.NET TECHNOLOGIES, INC."
Taeho Kim,KAIST - KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
Taeil Song,ANYUSER.NET
Taeko Hiraoka,INTERNET ASSOCIATION JAPAN
Taeksu Shin,KWANGWOON UNIVERSITY
Taesoo Chung,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Taesoo Jeong,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
Taesung Lim,KT CORPORATION
Taeyong Kim,YONSEI UNIVERSITY
Taeyoung Kim,NETPIA COM
Tage Loevgren,ERICSSON AB
Tage Lovgren,ERICSSON AB
Taher Elgamal,NETSCAPE COMMUNICATIONS
Tahir Abbas,IRI ENTERPRISES
Tai-Jue Sue,HEWLETT-PACKARD COMPANY
Taichi Hasegawa,JAPAN TELECOM CO LTD
Taisuke Matsumoto,PANASONIC CORPORATION
Taisuke Oka,NTT
Taka Fujimori,SONY CORPORATION
Taka Maeno,NIIGATA-UNIVERSITY
Takaaki Higuchi,"SUN MICROSYSTEMS, INC."
Takaaki Komatsu,MEDIA EXCHANGE
Takaaki Komura,KYOTO UNIVERSITY
Takaaki Murai,NTT
Takafumi Chujo,FUJITSU LIMITED
Takafumi Noguchi,NTT
Takahiro Fujishiro,HITACHI LTD
Takahiro Fujita,HIROSHIMA UNIVERSITY
Takahiro Iwaizako,FREE BIT COM
Takahiro Kikuchi,TAO
Takahiro Kubo,KDDI CORPORATION
Takahiro Okuma,NEC CORPORATION
Takahiro Shinohara,CISCO SYSTEMS INC
Takahiro Shirakawa,PFU LIMITED
Takahiro Shoji,PANASONIC CORPORATION
Takahiro Tsujimoto,NTT
Takahiro Yamaguchi,ANRITSU CORPORATION
Takahiro Yokoyama,MINISTRY OF PUBLIC MANAGEMENT HOME AFFAIRS AND POSTS AND TELECOMMUNICATIONS
Takahisa Aoyama,PANASONIC CORPORATION
Takahisa Kabe,OKI ELECTRIC INDUSTRY CO LTD
Takahisa Miyamoto,HITACHI LTD
Takahisa Mori,IPA
Takahisa Satou,TOYO COMMUNICATION EQUIPMENT
Takako Iizuka,SAISON INFORMATION SYSTEMS
Takako Sanda,PANASONIC CORPORATION
Takako Sato,NTT
Takamasa Uchiyama,NTT
Takamichi Tateoka,UNIV OF ELECTRO-COMMUNICATIONS
Takanori Fumeno,TELECOMENT INC.
Takanori Masui,XEROX CORPORATION
Takao Hotta,KDDI CORPORATION
Takao Maekawa,JAPAN TELECOM CO LTD
Takao Miyabe,NEC CORPORATION
Takao Taga,TOYO COMMUNICATION EQUIPMENT
Takashi Aramaki,PANASONIC CORPORATION
Takashi Horikawa,NEC CORPORATION
Takashi Iguchi,NTT
Takashi Isobe,HITACHI LTD
Takashi Ito,MITSUBISHI CORPORATION
Takashi Kamitake,TOSHIBA
Takashi Kanamori,SOFTBANK MOBILE CORP.
Takashi Koshimizu,NTT
Takashi Kurimoto,NTT
Takashi Matsuoka,ANRITSU CORPORATION
Takashi Matsushige,SONY CORPORATION
Takashi Misaka,NEC CORPORATION
Takashi Miyamura,NTT
Takashi Nakagawa,ACCENSE TECHNOLOGY INC.
Takashi Nishikado,HITACHI LTD
Takashi Nomura,SONY CORPORATION
Takashi Okamoto,MITSUBISHI CORPORATION
Takashi Sasaki,KYOTO UNIVERSITY
Takashi Shimizu,NTT
Takashi Sumiyoshi,HITACHI LTD
Takashi Tanaka,YOKOGAWA ELECTRIC CORPORATION
Takashi Wakamatsu,JAPAN TELECOM CO LTD
Takatoshi Okagawa,NTT
Takaya Sato,NTT
Takayasu Matsuzaki,IBM
Takayoshi Ohnishi,KEIO UNIVERSITY
Takayoshi Shimizu,YOKOGAWA ELECTRIC CORPORATION
Takayoshi Suzuki,SURIGIKEN CO. LTD.
Takaysu Matsuzaki,IBM
Takayuki Chida,"RAKUTEN, INC."
Takayuki Maeda,JAPAN TELECOM CO LTD
Takayuki Nakao,NTT
Takefumi Murakami,NETONESYSTEMS
Takefumi Onabuta,IPA
Takefumi Wakabayashi,PANASONIC CORPORATION
Takehiko Sasaki,SONY CORPORATION
Takehiro Ikeda,STANFORD UNIVERSITY
Takehiro Moriya,NTT
Takehiro Tsuji,TRITECH
Takehisa Yamamura,NEC CORPORATION
Takehito Kinoshita,KDDI CORPORATION
Takeo Hamada,FUJITSU LIMITED
Takeo Kimura,JAPAN RADIO CO LTD
Takeo Yoshida,XEROX CORPORATION
Takeshi Hashimoto,JAPAN TELECOM CO LTD
Takeshi Hojo,NTT
Takeshi Ishihara,TOSHIBA
Takeshi Ishizaki,HITACHI LTD
Takeshi Kaneko,TOKYO UNIVERSITY OF TECHNOLOGY
Takeshi Kugimoto,NTT
Takeshi Kusune,NTT
Takeshi Nagai,TOSHIBA
Takeshi Nishida,NEC CORPORATION
Takeshi Ogawa,NTT
Takeshi Saito,TOSHIBA
Takeshi Sugiyama,NTT
Takeshi Teramura,HITACHI LTD
Takeshi Tsuda,NEC CORPORATION
Takeshi Usui,KEIO UNIVERSITY
Takeshi Yoshimura,NTT
Taketoshi Nakahara,NTT
Taku Kiyasu,MPHPT
Takuji Hachiro,YOKOHAMA NATIONAL UNIVERSITY
Takumi Ohishi,HITACHI LTD
Takumi Segawa,PANASONIC CORPORATION
Takuro Kitagawa,KYOTO UNIVERSITY
Takuro Kubo,NTT
Takuya Inoue,NTT
Takuya Kitamura,FUJITSU LIMITED
Takuya Mori,NEC CORPORATION
Takuya Murakami,NEC CORPORATION
Takuya Sawada,KDDI CORPORATION
Takuya Shinozaki,NTT
Takuya Tsushima,"VICTOR COMPANY OF JAPAN, LIMITED"
Takuya Yamaguchi,SONY CORPORATION
Tal Anker,RADLAN COMPUTER COMMUNICATIONS LTD
Tamas Holczer,BME
Tamir Zegman,CHECK POINT SOFTWARE
Tammy Carter,"NOVELL, INC."
Tamotsu Kanoh,KDDI CORPORATION
Tania Leppert,ERICSSON AB
Tanja Kauppinen,ACREO AB
Tao Bu,NOKIA
Tao Li,NATIONAL UNIVERSITY OF DEFENSE TECHNOLOGY
Tao Yang,ASCEND COMMUNICATIONS
Tao Zhang,HUAWEI TECHNOLOGIES
Taoyu Li,TSINGHUA UNIVERSITY
Tapio Anttila,ERICSSON AB
Tapio Halkola,FINNET OY
Tarik Cicic,SIMULA RESEARCH LABORATORY
Tariq Soomro,FUJAIRAH COLLEGE
Tarmo Harju,NOKIA
Taro Ishikawa,NTT
Taro Maruyama,INSTITUTE OF APPLIED INTERNET TECHNOLOGY INC
Tarun Dewan,JUNIPER NETWORKS
Tarun Marhwal,CISCO SYSTEMS INC
Taruni Seth,TELCORDIA TECHNOLOGIES
Taryn Clement,ANTEON CORP.
Taso Devetzis,BELL COMMUNICATIONS
Tat Chan,MOTOROLA MOBILITY
Tatjana Paunova,ELMO TEHNA
Tatsuki Matsuda,NTT
Tatsukichi Gotou,TOSHIBA
Tatsuo Bando,PANASONIC CORPORATION
Tatsuo Kanetake,HITACHI LTD
Tatsuro Matsumoto,FUJITSU LIMITED
Tatsuro Murakami,NTT
Tatsuya Fujiyama,HITACHI LTD
Tatsuya Hagiwara,PANASONIC CORPORATION
Tatsuya Mori,NTT
Tatsuya Watanuki,HITACHI LTD
Tatu Yloenen,"SSH COMMUNICATIONS SECURITY, INC"
Tatyana Ryutov,UNIVERSITY OF SOUTHERN CALIFORNIA
Tavit Ohanian,LANART CORP.
Taylor Salman,CISCO SYSTEMS INC
Te-Lung Liu,NATIONAL CENTER FOR HIGH-PERFORMANCE COMPUTING
Teco Boot,INFINITY NETWORKS
Ted Chang,FUJITSU LIMITED
Ted Faber,UNIVERSITY OF SOUTHERN CALIFORNIA
Ted Herzog,CISCO SYSTEMS INC
Ted Kuo,D-LINK CORPORATION
Ted Lindgreen,NLNET LABS
Ted Matej,"SUN MICROSYSTEMS, INC."
Ted Nakagawa,FURUKAWA ELECTRIC
Ted Qian,CISCO SYSTEMS INC
Ted Rallis,CERTICOM CORPORATION
Ted Studwell,SPRINT CORPORATION
Teddy Hogeborn,NORDISK MEDIA UTVECKLING AB
Teemu Karkkainen,COMNET TKK
Teemu Rinta-Aho,ERICSSON AB
Teodora Ngo,"SUN MICROSYSTEMS, INC."
Terence Spies,VOLTAGE SECURITY
Teresa Gurney,AOL
Teresa Hastings,WORLDCOM
Teresa Janz,NORTEL NETWORKS LIMITED
Teresa Johnson,GLOBAL CENTER INC.
Teresa Landes-Shuler,UNITED STATES NAVY
Tero Kauppinen,ERICSSON AB
Tero Mononen,"SSH COMMUNICATIONS SECURITY, INC"
Terri Valenti,UNIVERSITY OF SOUTHERN CALIFORNIA
Terry Bradley,AVICI SYSTEMS
Terry Ford,SECURITY DYNAMICS INC.
Terry Gibbons,UNIVERSITY OF SOUTHERN CALIFORNIA
Terry Graf,CISCO SYSTEMS INC
Terry Johnson,DEVELCON ELECTRONICS
Terry Kuny,GLOBAL VILLAGE RESEARCH
Terry Trench,VISA PARIS
Terry Yackel,AIRESPACE INC.
Teruharu Serada,NEC CORPORATION
Teruji Shiroshita,NTT
Teruko Miyata,NTT
Teruyuki Hasegawa,KDDI CORPORATION
Teruyuki Yamada,NEC CORPORATION
Test,DEUTSCHE TELEKOM AG
Tetsufumi Sagara,IWATSU ELECTRIC
Tetsuharu Hanada,PFU LIMITED
Tetsuji Hino,KEIO UNIVERSITY
Tetsuji Morishita,FUJITSU LIMITED
Tetsuji Takeyama,CISCO SYSTEMS INC
Tetsumei Tsuruoka,FUJITSU LIMITED
Tetsuo Sakuma,OKI ELECTRIC INDUSTRY CO LTD
Tetsuo Soejima,FUJITSU LIMITED
Tetsuro Morimoto,PANASONIC CORPORATION
Tetsuro Tachizawa,NOKIA
Tetsushi Matsuda,MITSUBISHI CORPORATION
Tetsuya Kawakami,PANASONIC CORPORATION
Teunis Ott,TELCORDIA TECHNOLOGIES
Teva Regule,MASSACHUSETTS INSTITUTE OF TECHNOLOGY
Thalanayar Muthukumar,"REDBACK NETWORKS, INC."
Thane Frivold,SRI INTERNATIONAL
Thanh Do,ERICSSON AB
Thanh-Tra Luu,ECOLE NATIONALE SPERIEURE DES TELECOMS
Thejaswi Thimmappa,CISCO SYSTEMS INC
Theo Alkema,IBM
Theo Mavraganis,ALCATEL
Theodora Politi,OTE S A
Theodore Brunner,TEKTRONIX INC.
Theodore Dzik,U.S. ARMY
Theodore Faber,UNIVERSITY OF SOUTHERN CALIFORNIA
Theodore Ko,BELLCORE
Theodore Lorek,CROSSWIND TECHNOLOGIES
Theodore Pagtzis,UNIVERSITY COLLEGE LONDON
Theodorus Denteneer,KONINKLIJKE PHILIPS ELECTRONICS
Theresa Lingutla-Raj,NETWORK APPLIANCE
Theresa Shanahan,SPRINT CORPORATION
Therese Cline,MCI COMMUNICATIONS
Therron Powell,"NOVELL, INC."
Thian Tan,ERICSSON AB
Thierry Baritaud,ORANGE SA
Thierry Turletti,INRIA INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE
Thinh Nguyenphu,NOKIA
Thom Stone,NASA
Thomas Alexander,VERIWAVE INC
Thomas Aprille,LUCENT TECHNOLOGIES
Thomas Barron,CISCO SYSTEMS INC
Thomas Bartee,IDA
Thomas Bonk,SIEMENS AG
Thomas Bova,CISCO SYSTEMS INC
Thomas Brisco,ICON CMT CORP
Thomas Butts,OPEN CONNECT SYSTEMS
Thomas Chu,LUCENT TECHNOLOGIES
Thomas Cook,CALNEX SOLUTIONS LTD
Thomas Coradetti,"DIGIBOARD, INC."
Thomas Creighton,COMCAST
Thomas Cueni,SWISSMED MOBILE AG
Thomas Dimitri,MICROSOFT
Thomas Easterday,CISCO SYSTEMS INC
Thomas Eriksson,TELIA AB
Thomas Freund,IBM
Thomas Gal,LUMENVOX LLC
Thomas Gallagher,U.S. DEPARTMENT OF DEFENSE
Thomas Gardos,INTEL CORPORATION
Thomas Gehl,SPRINT CORPORATION
Thomas Gindin,IBM
Thomas Graeupl,UNIVERSITY OF SALZBURG
Thomas Grill,SPRINT CORPORATION
Thomas Hamilton,CISCO SYSTEMS INC
Thomas Hastings,DIGITAL EQUIPMENT
Thomas Helmes,GTE CORPORATION
Thomas Holland,ALCATEL
Thomas Holmstrom,ALANDS NATTJANSTER AB
Thomas Hou,FUJITSU LIMITED
Thomas Ingemarsson,ERICSSON AB
Thomas Jacobson,OLPC
Thomas Jakob,SWISSMED MOBILE AG
Thomas Jones,LUCENT TECHNOLOGIES
Thomas Kernen,SERVICES INDUSTRIELS DE GENEVE SIG
Thomas Kershaw,"VERISIGN INTERNATIONAL HOLDINGS, INC."
Thomas Klaube,DFN-NOC
Thomas Klieber,COMCAST
Thomas Knoeller,ANS COMMUNICATIONS
Thomas Koenig,TORRENT NETWORKING
Thomas Kramer,CISCO SYSTEMS INC
Thomas Kurien,LUCENT TECHNOLOGIES
Thomas La Porta,LUCENT TECHNOLOGIES
Thomas Lee,FEDERAL NETWORKING COUNCIL
Thomas Lemaire,REDSTONE COMMUNICATIONS
Thomas Lenggenhager,SWITCH
Thomas Levy,ALCATEL
Thomas Markson,"SUN MICROSYSTEMS, INC."
Thomas Marshall,REALNETWORKS INC
Thomas Mcdermott,ALCATEL
Thomas Mcginty,MOTOROLA MOBILITY
Thomas Meier,SILICON GRAPHICS
Thomas Mistretta,JUNIPER NETWORKS
Thomas Murphy,IBM
Thomas Noel,LOUIS PASTEUR UNIVERSITY
Thomas Oeser,SIEMENS AG
Thomas Parenty,SYBASE
Thomas Pfenning,MICROSOFT
Thomas Phelan,SONUS NETWORKS LIMITED
Thomas Picard,ALCATEL-LUCENT S.A
Thomas Potsch,NEW YORK UNIVERSITY ABU DHABI
Thomas Powell,"ALDEA COMMUNICATIONS, INC."
Thomas Price,CONTROL DATA CORP
Thomas Raleigh,TELCORDIA TECHNOLOGIES
Thomas Ramsay,"MITRE CORPORATION, THE"
Thomas Reardon,MICROSOFT
Thomas Reddington,LUCENT TECHNOLOGIES
Thomas Richon,ORANGE SA
Thomas Ries,"MITRE CORPORATION, THE"
Thomas Rosenstock,SIEMENS AG
Thomas Schierl,FRAUNHOFER GESELLSCHAFT
Thomas Stockhammer,NOMOR RESEARCH
Thomas Stoner,US ROBOTICS
Thomas Tahan,"SUN MICROSYSTEMS, INC."
Thomas Tarman,SANDIA NATIONAL LABORATORIES
Thomas Theimer,SIEMENS AG
Thomas Vogel,TECHNISCHE HOCHSCHULE DARMSTADT
Thomas Vojir,"MITRE CORPORATION, THE"
Thomas Volkert,TU ILMENAU
Thomas Wiegand,FRAUNHOFER GESELLSCHAFT
Thomas Wolfram,FRAUNHOFER GESELLSCHAFT
Thomas Woo,ALCATEL-LUCENT S.A
Thomas Work,VISA
Thomas Wu,CISCO SYSTEMS INC
Thomas Zeng,ALCATEL
Thommy Eklof,ERICSSON AB
Thong Nguyen,ALCATEL
Thor Gunnar Eskedal,TELENOR
Thorsten Boehnke,SIEMENS AG
Thuan Tran,"XYLOGICS, INC."
Tiago Camilo,UNIVERSITY OF COIMBRA
Tian Zhiying,QINGNIAO
Tibor Jager,RUHR-UNIVERSITY BOCHUM
Tien-Chien Yu,VIVACE NETWORKS INC
Tilman Wolf,UNIVERSITY OF MASSACHUSETTS
Tim Baldridge,NASA
Tim Berners-Lee,MASSACHUSETTS INSTITUTE OF TECHNOLOGY
Tim Carter,COMPUSERVE INC.
Tim Clifford,UUNET TECHNOLOGIES
Tim Dixon,TDC NETWORKS TECHNOLOGIES
Tim Dollear,CISCO SYSTEMS INC
Tim Drake,UNITED STATES NAVY
Tim Edwards,NORTEL NETWORKS LIMITED
Tim Ellison,IBM
Tim Gibson,DARPA
Tim Gleeson,CISCO SYSTEMS INC
Tim Goodwin,UNIPALM PIPEX LTD.
Tim Hahn,IBM
Tim Hayes,RUTGERS UNIVERSITY
Tim Howes,NETSCAPE COMMUNICATIONS
Tim Kelley,SPRINT CORPORATION
Tim Kolar,CISCO SYSTEMS INC
Tim Krout,UNITED STATES NAVY
Tim Kwok,MICROSOFT
Tim Lister,U.S. DEPARTMENT OF DEFENSE
Tim Macdonald,BAY NETWORKS
Tim Martin,CARNEGIE MELLON UNIVERSITY
Tim Matthews,RSA SECURITY LLC
Tim Mccarthy,TRAPEZE NETWORKS
Tim Melanchuk,CONVEDIA
Tim Michels,PACKET ENGINES
Tim Moore,MICROSOFT
Tim Mortsolf,US ROBOTICS
Tim Pantalis,ALCATEL
Tim Pearson,NORTEL NETWORKS LIMITED
Tim Proulx,NORTEL NETWORKS LIMITED
Tim Schweitzer,NORTEL NETWORKS LIMITED
Tim Seaver,BELLSOUTH
Tim Shine,ALTAVISTA INTERNET SOFTWARE INC.
Tim Streater,DANTE
Tim Taubert,MOZILLA FOUNDATION
Tim Taylor,COMPUSERVE INC.
Tim Trapp,E-SYSTEMS
Tim Van Herck,CISCO SYSTEMS INC
Tim Walker,NORTEL NETWORKS LIMITED
Timo Aalto,NETSEAL
Timo Knuutila,NOKIA
Timo Koskela,UNIVERSITY OF OULU
Timo Pekurinen,CLINET LTD
Timo Soirinsuo,NOKIA
Timotheus Bruijnzeels,RIPE NCC
Timothy Bird,BOEING
Timothy Cunningham,BAY NETWORKS
Timothy Dorcey,CORNELL UNIVERSITY
Timothy Frost,MICROSEMI
Timothy Gage,CISCO SYSTEMS INC
Timothy Grittini,EDS CORPORATE INFORMATION SECURITY
Timothy Hathaway,PACIFIC DATA PRODUCTS
Timothy Jasionowski,NOKIA
Timothy Kniveton,NOKIA
Timothy Larson,LUCENT TECHNOLOGIES
Timothy Leak,NORTEL NETWORKS LIMITED
Timothy Liu,JUNIPER NETWORKS
Timothy Rang,MICROSOFT
Timothy Richey,ANS COMMUNICATIONS
Timothy Roscoe,SPRINT CORPORATION
Timothy Schroeder,SBC TECHNOLOGIES
Timothy Smith,IBM
Timothy Stoddard,UTSTARCOM
Timothy Wilson,MOTOROLA MOBILITY
Tin Dao-Trung,ORANGE SA
Tina Feick,BLACKWELLS
Tina Lamias,MOTOROLA MOBILITY
Tina Le Grand,GOOGLE
Tina Truong,CISCO SYSTEMS INC
Ting-Yun Chi,NATIONAL CHIAO TUNG UNIVERSITY
Tiziana Ferrari,"INFN, NATIONAL INSTITUTE FOR NUCLEAR PHYSICS, ITALY"
Tmima Koren,CISCO SYSTEMS INC
Toan Do,SPRINT CORPORATION
Tobias Famulla,TRAVELPING GMBH
Tobias Herkula,OPTIVO GMBH
Tobias Mayer,CISCO SYSTEMS INC
Tobias Obrink,KTH - ROYAL INSTITUTE OF TECHNOLOGY
Toby Nixon,MICROSOFT
Tod Mcquillin,LUCE MCQUILLIN CORPORATION
Todd Anderson,INTEL CORPORATION
Todd Aven,BANKERS TRUST COMPANY
Todd Bernard,HUGHES STX CORPORATION
Todd Glassey,"COASTEK, INC"
Todd Inoue,FURUKAWA ELECTRIC
Todd Law,AGILENT TECHNOLOGIES INC
Todd Mitton,NETSCAPE COMMUNICATIONS
Todd Montgomery,TALARIAN
Todd Palgut,NETWORK EXPRESS
Todd Pisek,"SUN MICROSYSTEMS, INC."
Todd Rupper,"NOVELL, INC."
Todd Sperry,ADAPTEC
Todd Wallack,NETWORK WORLD
Todd Wheeler,MOTOROLA MOBILITY
Tohru Hoshi,HITACHI LTD
Tohru Mizutani,MITSUBISHI CORPORATION
Tohru Nojiri,HITACHI LTD
Tolga Ors,INTELSAT
Tom Arnold,CYBERSOURCE CORPORATION
Tom Arons,UNIVERSITY OF CALIFORNIA - DAVIS
Tom Battle,ADAPTEC
Tom Brennan,EXIDE ELECTRONICS
Tom Caldwell,MICROSOFT
Tom Colley,BAY NETWORKS
Tom Colligan,ASCEND COMMUNICATIONS
Tom Cross,IBM
Tom Davis,NEWBRIDGE NETWORKS
Tom Dunigan,OAK RIDGE NATIONAL LAB
Tom George,ALCATEL
Tom Gray,MITEL NETWORKS CORPORATION
Tom Green,LOTUS DEVELOPMENT CORPORATION
Tom Hiller,ALCATEL-LUCENT S.A
Tom Kent-Dobias,MICROSOFT
Tom Kessler,SILICON GRAPHICS
Tom Klieber,COMCAST
Tom Lawrence,CANON
Tom Lehman,UNIVERSITY OF SOUTHERN CALIFORNIA
Tom Leskinen,NOKIA
Tom Lodge,UNIVERSITY COLLEGE LONDON
Tom Lukas,LUCENT TECHNOLOGIES
Tom Lyon,IPSILON NETWORKS
Tom Lyons,NOKIA
Tom Magliery,UNIVERSITY OF ILLINOIS-NCSA
Tom Markham,SECURE COMPUTING CORPORATION
Tom Mckinney,CISCO SYSTEMS INC
Tom Miller,"NOVELL, INC."
Tom Murphy,IBM
Tom Newell,NOMINUM INC
Tom Nisbet,VISUAL NETWORKS
Tom Ogier,LUCENT TECHNOLOGIES
Tom Redman,CISCO SYSTEMS INC
Tom Roberts,JUNIPER NETWORKS
Tom Rutt,LUCENT TECHNOLOGIES
Tom Soon,PACIFIC BELL
Tom Stephens,MICROSOFT
Tom Wagner,CARNEGIE MELLON UNIVERSITY
Tom Wambold,DREXEL UNIVERSITY
Tom Weinstein,NETSCAPE COMMUNICATIONS
Tom Worster,ENNOVATE NETWORKS INC.
Tomas Bostrom,ERICSSON AB
Tomas Carlsson,XTC I MARIESTAD
Tomas Fasth,EURONETICS
Tomas Goldbeck-Loewe,ERICSSON AB
Tomas Kullman,ICL PROSYSTEMS AB
Tomas Piatrik,QUEEN MARY UNIVERSITY OF LONDON
Tomas Zeman,"SUN MICROSYSTEMS, INC."
Tomasz Gaciarz,CCNS S.A.
Tomasz Sternik,SIEMENS AG
Tomaz Klobucar,JOZEF STEFAN INSTITUTE
Tomi Kause,"SSH COMMUNICATIONS SECURITY, INC"
Tomi Mikkonen,"SSH COMMUNICATIONS SECURITY, INC"
Tomi Salo,"SSH COMMUNICATIONS SECURITY, INC"
Tomi Vainio,"SUN MICROSYSTEMS, INC."
Tomiyasu Ohde,CISCO SYSTEMS INC
Tommi Koistinen,NOKIA
Tommi Linnakangas,ERICSSON AB
Tomo Yagyu,NEC CORPORATION
Tomoaki Kojima,NEC CORPORATION
Tomoaki Yokoyama,SUMITOMO CORPORATION
Tomofumi Hayashi,ALAXALA NETWORKS CORPORATION
Tomofumi Matsuzawa,TOKYO UNIVERSITY OF SCIENCE
Tomofumi Yokota,XEROX CORPORATION
Tomoharu Hikita,NTT
Tomoharu Takano,SONY CORPORATION
Tomohide Nagashima,JAPAN TELECOM CO LTD
Tomohide Oshima,SAI
Tomohiko Kusuda,INTEC WEB AND GENOME INFORMATICS
Tomohiko Ogishi,KDDI CORPORATION
Tomohiko Taniguchi,FUJITSU LIMITED
Tomohiko Yagyu,NEC CORPORATION
Tomohiro Iwama,PANASONIC CORPORATION
Tomohiro Otani,KDDI CORPORATION
Tomohiro Suzuki,FUJITSU LIMITED
Tomohiro Takahashi,SOFTFRONT
Tomohiro Uchida,PANASONIC CORPORATION
Tomoichi Ebata,HITACHI LTD
Tomokazu Hada,INTEC NETCORE INC.
Tomokazu Masuda,FUJITSU LIMITED
Tomokazu Yaguchi,TELECOMET INC.
Tomoo Watanabe,JWAY GROUP INC
Tomoya Anzai,HITACHI LTD
Tomoyoshi Motoyama,NTT
Ton Verschuren,SURFNET
Tong Luo,WIND RIVER
Tong Zhou,COMCAST
Toni Penttinen,ERICSSON AB
Tony Bamonti,JABBER INC
Tony Bogovic,TELCORDIA TECHNOLOGIES
Tony Dann,BRITISH TELECOMMUNICATIONS PLC
Tony De Simone,OSD-NII
Tony Espinoza,ACTIVE SITE
Tony Finnerty,ERICSSON AB
Tony Hart,AVICI SYSTEMS
Tony Hartsfield,NOKIA
Tony Hearn,NTL. SEMICONDUCTOR
Tony Hsiao,TELLABS
Tony Johnson,NETWORK SYSTEMS CORPORATION
Tony Jou,YURIE SYSTEM INC
